,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,clusters
694,1,31,4.0,3,1,0,49,1
695,1,49,1.0,21,0,0,50,1
696,1,37,4.0,7,1,0,58,2
697,1,30,3.0,5,0,0,83,3
698,2,32,3.0,9,0,0,83,3
699,2,39,5.0,5,1,0,64,2
700,1,37,1.0,5,0,0,47,1
701,1,47,2.0,16,0,0,47,2
702,1,38,3.0,5,0,0,58,2
703,1,31,5.0,2,1,1,71,3
704,1,31,3.0,6,1,0,49,2
705,2,38,1.0,5,0,0,48,1
706,1,31,5.0,10,1,0,57,2
707,1,29,3.5,1,0,0,46,1
708,1,34,3.0,8,1,0,62,2
709,3,38,3.0,10,1,0,86,3
710,1,60,5.0,23,1,0,60,2
711,1,34,3.0,6,1,0,77,3
712,1,44,2.0,9,0,0,64,2
713,3,27,3.5,1,0,0,48,1
714,1,25,4.0,2,0,0,51,1
715,1,38,5.0,10,1,0,46,1
716,1,37,4.0,9,0,0,47,1
717,2,36,3.0,9,0,0,66,3
718,1,37,3.0,9,0,0,52,1
719,1,43,3.0,17,0,0,52,1
720,2,27,3.5,1,0,0,76,3
721,1,38,4.0,10,0,0,48,1
722,2,57,3.0,16,0,0,69,3
723,2,40,4.0,10,1,1,67,3
724,2,60,3.0,8,1,0,44,1
725,1,30,3.0,5,0,0,50,1
726,1,42,5.0,7,1,0,45,2
727,1,39,4.0,4,1,0,82,3
728,3,50,5.0,7,1,0,59,2
729,1,27,1.0,4,0,0,83,3
730,1,55,3.0,17,0,0,67,2
731,1,26,3.5,1,1,0,55,1
732,1,33,4.0,5,1,0,77,3
733,1,24,3.5,1,0,0,66,2
734,1,30,3.0,3,0,0,50,1
735,4,23,2.0,2,1,0,72,2
736,2,34,1.0,7,0,0,46,1
737,1,52,3.0,16,0,0,50,1
738,2,28,4.0,2,0,0,85,3
739,2,39,1.0,6,0,0,89,3
740,2,37,5.0,8,0,0,85,3
741,2,39,3.0,12,0,0,57,2
742,1,33,3.0,5,0,0,63,2
743,1,34,3.0,6,0,0,62,2
744,1,36,4.0,12,1,0,58,2
745,1,32,5.0,6,1,1,46,3
746,2,28,5.0,6,1,0,56,2
747,1,33,4.0,7,0,0,50,1
748,2,26,1.0,2,0,0,45,1
749,1,34,4.0,3,1,0,49,1
750,3,35,3.0,7,0,0,81,3
751,4,27,3.0,3,0,0,71,3
752,1,30,3.0,4,0,0,62,2
753,1,27,5.0,2,1,0,47,1
754,1,33,4.0,8,0,0,59,2
755,1,30,3.0,4,0,0,50,2
756,1,48,4.0,9,1,0,58,2
757,1,46,3.0,7,1,0,49,1
758,3,25,1.0,3,0,0,51,1
759,1,30,3.0,3,0,0,48,1
760,1,45,1.0,17,0,0,47,1
761,1,52,4.0,6,1,0,83,3
762,1,40,5.0,3,1,0,56,2
763,1,30,2.0,2,0,0,77,3
764,2,30,4.0,6,0,0,63,2
765,2,54,5.0,6,0,0,70,2
766,1,37,5.0,4,1,0,84,3
767,2,35,1.0,6,0,0,51,1
768,2,41,3.0,7,0,0,69,3
769,1,27,3.0,4,1,0,58,2
770,1,40,2.0,3,1,0,78,3
771,1,52,1.0,7,0,0,49,1
772,1,36,1.0,7,0,0,54,1
773,1,40,4.0,9,0,0,46,1
774,1,40,3.0,5,0,0,51,1
775,1,42,3.0,15,0,0,45,1
776,1,31,5.0,4,0,0,73,3
777,1,29,3.5,1,0,0,48,1
778,1,60,4.0,9,1,0,68,3
779,3,27,2.0,2,0,0,44,1
780,2,38,4.0,6,0,0,71,2
781,1,30,3.0,3,1,0,60,2
782,1,33,3.0,6,1,0,45,1
783,1,28,3.5,1,0,0,57,2
784,1,28,3.5,1,0,0,56,2
785,1,33,5.0,6,0,0,61,2
786,1,32,5.0,2,1,0,60,2
787,1,49,3.0,6,1,0,53,1
788,1,35,2.0,8,0,0,51,1
789,1,23,3.5,1,0,0,50,1
790,1,32,5.0,5,1,0,57,2
791,1,34,4.0,3,0,0,51,1
792,1,32,3.0,3,0,0,82,3
793,1,36,5.0,2,1,0,84,3
794,1,31,5.0,6,1,0,55,2
795,1,33,3.0,6,0,0,62,2
796,1,31,2.0,4,0,0,75,3
797,1,31,4.0,7,1,0,87,3
798,1,29,1.0,3,0,0,46,1
799,1,30,3.0,7,0,0,58,2
800,1,26,4.0,4,0,0,63,2
801,1,29,5.0,5,1,0,62,2
802,1,37,4.0,2,1,0,80,3
803,2,37,3.0,9,0,0,59,2
804,2,27,3.0,3,0,0,85,3
805,3,37,4.0,10,0,1,71,2
806,2,26,3.5,1,0,0,44,1
807,1,32,3.0,3,1,0,82,3
808,2,48,1.0,7,0,0,46,1
809,2,31,3.5,1,0,0,57,2
810,1,37,1.0,9,0,0,50,1
811,1,30,3.0,3,0,0,50,2
812,1,34,4.0,4,0,0,62,2
813,2,43,1.0,5,0,0,54,1
814,1,29,4.0,3,0,0,89,3
815,1,30,4.0,2,0,0,46,1
816,2,30,3.0,5,0,0,83,3
817,1,24,4.0,2,0,0,51,2
818,1,39,5.0,9,1,0,79,3
819,1,37,2.0,5,0,0,75,3
820,1,37,3.0,5,0,0,81,3
821,1,29,3.5,1,0,0,75,3
822,1,34,5.0,6,1,0,85,3
823,1,35,3.0,12,0,0,70,3
824,1,37,5.0,11,1,0,49,1
825,1,27,3.0,3,0,0,63,2
826,3,38,1.0,10,0,0,67,3
827,3,33,3.0,4,1,0,73,3
828,1,28,4.0,4,0,0,55,1
829,1,33,3.0,5,0,0,51,1
830,2,32,5.0,9,1,0,52,1
831,2,27,3.0,6,0,0,68,3
832,1,39,1.0,5,1,0,59,2
833,1,39,3.0,10,0,0,80,2
834,2,34,3.0,6,1,0,85,3
835,2,36,4.0,2,0,0,58,2
836,1,34,5.0,7,1,0,86,3
837,1,36,3.0,4,0,0,70,3
838,2,32,3.0,2,0,0,80,3
839,1,48,3.0,16,0,0,89,3
840,1,47,1.0,4,1,0,45,1
841,1,31,2.0,3,1,0,49,2
842,1,39,3.0,13,0,0,65,2
843,1,34,5.0,9,0,0,82,3
844,1,38,1.0,4,0,0,83,3
845,1,44,5.0,14,0,0,51,1
846,1,42,5.0,4,0,0,85,3
847,1,36,5.0,7,0,0,56,1
848,1,37,4.0,8,0,0,59,2
849,1,34,4.0,6,1,0,76,3
850,1,29,5.0,3,1,0,60,2
851,2,30,3.0,4,0,0,45,1
852,1,30,3.0,5,0,0,87,3
853,1,34,3.0,7,0,0,77,2
854,3,24,3.5,1,1,0,70,2
855,1,53,4.0,6,1,0,88,3
856,1,41,3.0,7,0,0,49,1
857,1,37,2.0,10,1,0,78,3
858,1,33,3.0,8,0,0,78,3
859,1,36,3.0,4,0,0,66,3
860,1,25,3.5,1,0,0,80,3
861,1,33,4.0,9,0,0,58,2
862,1,29,3.0,6,1,0,50,1
863,1,48,3.0,20,0,0,66,3
864,1,40,3.0,10,0,0,49,1
865,1,39,3.0,10,0,0,50,1
866,1,26,3.0,2,0,0,84,3
867,1,31,4.0,6,0,0,50,1
868,1,34,4.0,12,1,0,51,2
869,2,26,3.0,3,0,0,72,3
870,1,24,2.0,2,0,0,73,3
871,1,31,3.0,4,0,0,47,1
872,1,40,3.0,3,0,0,72,3
873,1,33,5.0,6,0,0,50,1
874,1,36,5.0,4,1,0,53,1
875,1,30,2.0,1,1,0,58,2
876,1,35,5.0,7,1,0,44,1
877,3,32,4.0,3,1,0,89,3
878,2,34,4.0,3,1,0,51,1
879,2,35,3.0,10,0,0,86,3
880,1,28,5.0,6,0,0,84,3
881,1,28,4.0,2,0,0,81,3
882,1,40,3.0,10,0,0,69,3
883,1,38,4.0,9,1,0,69,3
884,1,31,3.0,7,0,0,88,3
885,1,39,2.0,6,0,0,63,2
886,2,26,3.5,1,1,0,53,1
887,1,37,2.0,12,0,0,44,1
888,1,41,4.0,8,1,0,65,2
889,1,39,4.0,2,0,0,61,2
890,1,46,3.0,6,0,0,60,2
891,1,40,5.0,9,1,0,49,1
892,1,39,1.0,5,0,0,50,1
893,1,44,5.0,6,1,0,63,2
894,1,34,1.0,10,0,0,49,1
895,1,54,5.0,13,0,0,52,2
896,1,48,4.0,16,0,0,52,2
897,1,29,3.0,4,0,0,55,1
898,1,45,3.0,11,0,0,77,3
899,1,30,1.0,5,0,0,72,3
900,1,31,5.0,7,1,0,69,3
901,1,41,5.0,13,0,0,55,1
902,1,44,5.0,6,0,0,50,1
903,1,30,3.0,2,0,0,87,3
904,1,30,2.0,6,0,0,47,1
905,1,36,4.0,10,0,0,69,3
906,2,35,2.0,4,0,0,87,3
907,1,33,3.0,6,0,0,83,3
908,1,35,1.0,4,0,0,86,3
909,1,35,3.0,8,0,0,49,1
910,1,49,3.0,17,0,0,69,1
911,1,29,5.0,4,1,0,60,2
912,1,38,5.0,10,0,0,88,3
913,2,28,5.0,6,1,1,57,3
914,1,35,1.0,7,0,0,74,3
915,2,25,3.5,1,0,0,78,3
916,1,43,3.0,13,0,0,58,2
917,3,39,1.0,3,0,0,74,3
918,1,34,5.0,9,1,0,52,1
919,1,30,3.0,7,1,0,48,1
920,1,31,4.0,5,0,0,51,1
921,2,36,2.0,10,0,0,45,1
922,2,29,3.0,8,1,0,47,1
923,1,38,3.0,4,0,0,58,2
924,1,39,3.0,3,1,0,60,2
925,1,28,3.5,1,1,0,95,3
926,1,43,5.0,4,1,0,83,3
927,1,41,3.0,12,0,0,80,3
928,1,29,2.0,9,0,0,59,2
929,1,25,3.0,3,0,0,73,2
930,1,34,5.0,3,1,0,54,1
931,1,32,3.0,4,0,0,60,2
932,1,24,4.0,2,1,0,76,2
933,1,37,5.0,9,0,0,53,1
934,1,25,3.5,1,1,0,68,2
935,2,35,3.0,8,0,0,83,3
936,1,47,3.0,4,0,0,87,3
937,1,40,4.0,3,1,0,85,3
938,1,28,3.0,7,0,0,81,3
939,2,28,4.0,5,0,0,49,1
940,1,45,5.0,15,0,0,58,2
941,1,29,3.0,2,0,0,73,3
942,2,28,2.0,6,0,0,63,2
943,1,28,4.0,4,0,0,65,2
944,1,27,4.0,2,0,0,51,2
945,2,35,3.0,5,0,0,55,2
946,2,30,4.0,1,1,0,85,3
947,2,38,5.0,2,0,0,58,2
948,4,27,3.0,3,0,0,48,1
949,1,39,3.0,6,0,0,53,1
950,1,34,5.0,5,1,0,70,3
951,1,22,3.5,1,0,0,46,1
952,1,30,4.0,8,1,0,60,2
953,2,46,3.0,12,0,1,68,3
954,1,34,1.0,8,0,0,55,1
955,1,31,5.0,9,1,0,85,3
956,2,36,3.0,2,0,0,61,2
957,2,35,4.0,7,1,0,60,2
958,1,41,4.0,11,0,0,70,3
959,2,35,1.0,3,0,0,79,3
960,1,30,3.0,4,0,0,80,3
961,1,32,3.5,1,1,0,51,1
962,1,27,5.0,4,0,1,81,3
963,1,30,3.0,3,1,0,80,2
964,1,36,5.0,4,0,0,60,2
965,1,41,5.0,6,0,0,48,2
966,2,30,3.5,1,0,0,51,1
967,1,32,3.0,6,0,0,50,1
968,3,34,3.0,5,1,0,76,3
969,1,32,3.0,5,0,0,69,3
970,1,55,3.0,23,1,0,66,2
971,1,27,4.0,4,0,0,51,1
972,1,33,5.0,5,1,0,61,2
973,1,36,3.0,7,0,0,62,2
974,1,33,3.0,9,1,0,48,1
975,1,30,3.0,4,1,0,57,2
976,2,44,4.0,14,1,0,48,1
977,1,39,1.0,8,0,0,57,2
978,1,38,1.0,7,0,0,50,1
979,1,32,2.0,3,0,0,44,2
980,1,51,3.0,13,0,0,50,1
981,1,38,3.0,9,0,0,71,3
982,1,26,3.5,1,0,0,49,1
983,1,31,2.0,2,1,0,53,1
984,1,37,5.0,6,1,0,49,1
985,1,32,3.0,6,0,0,65,3
986,1,32,3.0,6,1,0,60,2
987,2,31,5.0,5,1,0,50,1
988,1,47,4.0,15,1,0,66,3
989,1,34,4.0,6,0,0,61,3
990,1,36,3.0,9,0,0,73,3
991,1,40,3.0,6,1,0,59,2
992,1,50,3.0,4,1,0,55,2
993,1,27,1.0,4,1,0,61,2
994,1,32,4.0,8,0,0,60,2
995,1,36,4.0,9,0,0,74,2
996,1,35,3.0,5,1,0,49,1
997,1,35,3.0,6,0,0,61,2
998,1,41,2.0,2,0,0,81,3
999,1,32,5.0,5,0,0,55,1
1000,1,25,3.5,1,0,0,76,3
1001,2,33,1.0,5,0,0,73,3
1002,2,22,1.0,2,1,0,51,1
1003,2,28,3.0,2,0,0,61,2
1004,1,29,1.0,3,0,0,79,3
1005,1,47,5.0,19,0,0,61,2
1006,1,47,5.0,16,1,0,81,3
1007,1,27,3.0,4,1,0,64,2
1008,1,35,4.0,7,0,0,48,1
1009,2,44,3.0,3,0,0,62,2
1010,1,37,5.0,9,1,0,61,2
1011,1,31,3.0,9,0,0,52,1
1012,1,30,5.0,4,1,0,56,2
1013,2,40,1.0,2,1,0,50,1
1014,1,33,4.0,6,0,0,47,1
1015,1,37,5.0,10,0,0,51,1
1016,2,26,4.0,3,1,0,76,2
1017,2,37,3.0,2,1,0,75,3
1018,1,39,3.0,8,1,0,57,2
1019,1,50,1.0,23,0,0,61,2
1020,1,50,5.0,17,1,0,57,2
1021,1,28,3.5,1,0,0,79,3
1022,2,56,5.0,5,1,0,57,2
1023,1,33,5.0,4,1,0,50,2
1024,1,26,3.5,1,0,0,50,1
1025,1,22,3.5,1,0,0,52,2
1026,1,34,3.0,5,1,0,49,1
1027,2,29,1.0,3,0,0,48,1
1028,2,33,1.0,5,0,0,52,1
1029,1,26,4.0,2,1,0,89,3
1030,1,34,4.0,7,1,0,82,2
1031,1,25,5.0,2,0,0,73,2
1032,1,41,3.0,13,0,0,52,1
1033,1,26,2.0,2,0,0,59,2
1034,1,25,3.0,2,0,0,65,3
1035,1,42,4.0,10,0,0,75,3
1036,4,27,1.0,5,0,0,50,1
1037,2,28,3.0,2,1,0,80,3
1038,1,32,4.0,8,0,0,86,3
1039,1,60,5.0,8,1,0,59,2
1040,2,39,3.0,5,1,0,49,1
1041,1,39,4.0,10,1,0,60,2
1042,1,40,3.0,6,0,0,81,3
1043,1,28,3.5,1,0,0,84,3
1044,1,48,5.0,18,0,0,51,1
1045,3,29,5.0,6,1,0,87,3
1046,1,24,3.5,1,0,0,56,2
1047,1,32,3.0,7,0,0,61,2
1048,1,42,3.0,4,0,0,71,3
1049,1,32,3.0,7,1,0,56,2
1050,1,31,4.0,5,0,0,81,3
1051,2,41,1.0,14,0,0,50,1
1052,1,36,3.0,9,0,0,45,1
1053,1,26,5.0,2,1,0,94,3
1054,1,31,3.0,3,0,0,65,2
1055,1,33,3.0,7,0,0,80,3
1056,1,34,3.0,10,0,0,48,1
1057,1,30,2.0,2,1,0,51,1
1058,1,29,5.0,6,1,0,57,2
1059,1,39,3.0,3,0,0,53,1
1060,1,41,2.0,16,0,0,70,3
1061,1,30,3.0,4,1,0,58,2
1062,1,31,5.0,6,1,0,51,1
1063,1,34,3.0,7,0,0,58,2
1064,1,24,3.5,1,1,0,46,1
1065,1,29,3.0,4,1,0,84,3
1066,1,27,2.0,5,0,0,78,3
1067,1,34,5.0,4,0,0,50,1
1068,1,34,5.0,6,1,0,50,1
1069,1,38,3.0,9,0,0,64,2
1070,1,36,5.0,7,1,0,58,2
1071,5,28,3.5,1,1,0,79,3
1072,1,30,5.0,3,1,0,65,3
1073,1,35,5.0,7,1,0,51,1
1074,1,33,5.0,3,1,0,57,2
1075,1,27,2.0,3,1,0,48,1
1076,1,25,3.0,3,1,0,60,2
1077,1,33,3.0,7,0,0,82,3
1078,1,39,1.0,10,0,0,48,1
1079,1,33,3.0,3,0,1,78,3
1080,7,22,3.5,1,1,0,75,3
1081,1,34,1.0,9,0,0,82,3
1082,2,37,4.0,7,0,0,69,3
1083,1,31,2.0,2,0,0,49,1
1084,1,37,3.0,8,0,0,53,1
1085,1,27,3.5,1,0,0,60,2
1086,1,28,4.0,2,0,0,66,3
1087,2,50,3.0,16,0,0,86,3
1088,1,34,1.0,3,0,0,50,2
1089,1,37,3.0,7,0,0,91,2
1090,3,33,3.0,7,0,0,45,1
1091,2,43,5.0,13,0,0,87,3
1092,1,34,4.0,7,0,0,51,1
1093,1,32,3.0,5,0,0,83,3
1094,1,34,3.0,3,1,0,75,3
1095,1,37,2.0,4,0,0,68,3
1096,2,23,3.5,1,1,0,51,1
1097,1,35,4.0,8,0,0,84,3
1098,1,40,3.0,3,0,0,51,1
1099,1,40,2.0,8,0,0,54,2
1100,1,35,3.0,3,1,0,60,2
1101,1,25,1.0,2,0,0,52,1
1102,1,46,5.0,5,1,0,75,3
1103,1,38,4.0,11,0,0,71,3
1104,1,39,2.0,14,0,0,47,1
1105,1,34,5.0,7,0,0,52,1
1106,1,28,4.0,3,1,0,82,3
1107,2,40,5.0,5,1,0,60,2
1108,1,30,2.0,5,0,0,48,1
1109,1,30,5.0,6,0,0,58,2
1110,1,35,3.0,7,0,0,50,1
1111,2,35,3.0,6,1,0,58,2
1112,1,30,5.0,3,0,0,55,2
1113,1,31,3.0,3,0,0,58,2
1114,2,27,3.0,3,0,0,87,3
1115,1,34,4.0,6,0,0,88,3
1116,1,28,1.0,1,0,0,48,1
1117,1,44,4.0,4,1,0,80,3
1118,1,39,5.0,12,0,0,49,1
1119,1,26,4.0,2,0,0,52,1
1120,2,29,5.0,5,1,0,87,3
1121,1,38,5.0,4,1,0,62,2
1122,1,36,5.0,4,1,0,65,2
1123,1,41,3.0,7,0,0,52,2
1124,1,26,2.0,3,1,0,77,3
1125,1,56,3.0,3,1,0,70,3
1126,1,30,4.0,3,1,0,79,3
1127,1,36,4.0,9,0,0,49,2
1128,1,33,1.0,5,0,0,49,1
1129,1,34,2.0,7,0,0,52,1
1130,1,34,1.0,10,1,1,94,3
1131,1,43,4.0,5,0,0,80,3
1132,1,30,4.0,6,1,0,54,2
1133,1,31,1.0,7,0,0,64,2
1134,2,36,5.0,7,0,0,85,3
1135,1,33,3.0,5,1,0,69,3
1136,1,31,2.0,4,0,0,59,2
1137,1,28,5.0,5,1,0,61,2
1138,2,29,4.0,3,0,1,86,3
1139,3,36,1.0,7,0,0,51,1
1140,1,34,5.0,6,0,0,58,1
1141,1,38,5.0,7,1,0,55,1
1142,1,60,3.0,5,0,0,76,3
1143,1,31,3.0,3,1,0,68,3
1144,1,44,3.0,3,0,0,78,3
1145,2,36,3.0,8,0,0,74,3
1146,1,35,3.0,4,0,0,70,3
1147,1,38,2.0,5,0,0,44,1
1148,1,36,4.0,4,1,0,61,2
1149,2,30,3.0,4,0,0,52,1
1150,1,32,5.0,6,1,0,77,2
1151,1,43,3.0,6,0,0,72,3
1152,1,40,5.0,10,1,0,50,1
1153,2,26,4.0,3,1,0,73,3
1154,2,34,2.0,5,1,0,85,3
1155,1,42,3.0,14,1,0,64,3
1156,1,43,2.0,4,0,0,54,1
1157,1,33,3.0,4,1,1,94,3
1158,2,28,4.0,3,0,0,49,1
1159,1,36,5.0,6,1,0,76,3
1160,1,32,3.0,7,1,0,50,2
1161,1,58,3.0,17,0,0,77,3
1162,1,36,3.0,10,0,0,49,1
1163,1,39,3.0,6,1,0,55,2
1164,1,41,4.0,12,0,0,64,2
1165,1,29,3.0,2,0,0,62,2
1166,1,54,3.0,4,0,0,71,3
1167,1,47,3.0,6,0,0,84,3
1168,2,35,4.0,7,0,0,74,3
1169,1,30,4.0,5,0,0,60,2
1170,1,35,3.0,3,1,0,58,2
1171,1,42,4.0,4,1,0,61,2
1172,2,27,3.5,1,0,0,60,2
1173,1,54,5.0,31,1,0,58,2
1174,1,38,3.0,7,0,0,51,1
1175,1,50,4.0,17,0,0,80,3
1176,1,27,4.0,3,0,0,60,2
1177,1,42,3.0,14,0,0,46,1
1178,1,32,3.0,5,1,0,51,1
1179,1,26,3.0,2,0,0,64,2
1180,2,27,4.0,2,0,0,57,2
1181,1,20,5.0,2,0,0,44,1
1182,1,30,4.0,6,1,0,58,2
1183,1,22,2.0,2,0,0,47,1
1184,1,35,3.0,3,0,0,58,2
1185,1,25,3.5,1,0,0,49,1
1186,1,28,4.0,5,1,0,87,3
1187,1,29,3.5,1,0,0,62,2
1188,1,41,4.0,5,1,0,49,1
1189,1,31,4.0,7,1,0,60,2
1190,1,42,3.0,6,1,0,73,3
1191,3,33,3.0,4,1,0,55,2
1192,1,28,5.0,4,0,0,91,2
1193,1,36,3.0,4,1,0,51,1
1194,1,34,3.0,4,0,0,48,1
1195,1,29,5.0,5,0,0,49,1
1196,1,38,1.0,11,0,0,50,1
1197,1,32,3.0,5,1,0,84,3
1198,1,38,5.0,9,0,0,88,3
1199,2,28,3.0,2,1,0,87,3
1200,1,29,2.0,5,0,0,58,2
1201,1,50,4.0,4,0,0,57,2
1202,1,31,1.0,6,0,0,58,2
1203,1,34,1.0,3,1,0,84,3
1204,1,33,4.0,7,0,0,61,2
1205,1,47,4.0,15,0,0,72,3
1206,1,38,5.0,13,1,0,67,3
1207,1,29,4.0,6,0,0,60,2
1208,1,40,3.0,7,0,0,69,3
1209,2,35,3.0,4,1,0,65,3
1210,1,31,4.0,3,1,0,81,3
1211,1,30,4.0,2,0,0,49,1
1212,1,45,5.0,13,1,0,62,2
1213,1,39,5.0,9,1,0,47,2
1214,1,35,5.0,10,1,0,62,2
1215,1,54,5.0,17,0,0,57,2
1216,2,26,3.0,3,0,0,85,3
1217,1,30,1.0,2,0,0,83,3
1218,1,36,3.0,2,1,0,55,2
1219,1,29,5.0,4,1,0,77,3
1220,1,29,3.5,1,0,0,55,1
1221,1,37,4.0,2,0,0,84,3
1222,1,37,3.0,2,1,0,59,2
1223,1,27,3.0,2,1,0,82,3
1224,1,29,4.0,3,1,0,83,3
1225,1,37,3.0,8,0,0,49,1
1226,3,40,3.0,10,0,0,51,1
1227,1,37,3.0,10,0,0,81,3
1228,2,33,3.0,9,0,0,47,1
1229,1,30,4.0,2,1,0,64,2
1230,1,33,3.0,7,0,0,49,1
1231,1,26,3.0,3,0,0,43,1
1232,1,27,5.0,3,1,0,60,2
1233,1,36,4.0,4,1,0,58,2
1234,2,33,3.0,9,1,0,90,3
1235,1,44,1.0,5,0,0,74,3
1236,1,29,5.0,2,1,0,70,3
1237,2,35,3.0,3,0,0,53,1
1238,1,44,1.0,4,1,0,79,3
1239,2,29,3.0,6,0,0,47,1
1240,1,30,3.0,2,1,0,58,2
1241,1,40,5.0,11,1,0,72,3
1242,1,37,3.0,9,0,0,83,3
1243,1,24,3.5,1,0,0,45,1
1244,1,38,3.0,4,0,0,64,2
1245,1,50,4.0,17,0,0,59,2
1246,1,37,1.0,12,0,0,48,1
1247,1,27,5.0,4,1,0,81,3
1248,1,35,3.0,6,0,0,74,2
1249,1,33,5.0,3,0,0,75,2
1250,1,24,1.0,2,0,0,47,1
1251,1,25,3.5,1,0,0,50,1
1252,1,43,1.0,12,0,0,78,3
1253,1,33,5.0,3,1,0,52,1
1254,1,45,3.0,17,0,0,73,3
1255,3,35,4.0,7,1,0,51,1
1256,2,40,3.0,10,0,0,70,3
1257,1,28,3.0,4,0,0,90,2
1258,1,36,4.0,9,0,0,63,3
1259,1,40,3.5,1,1,0,62,2
1260,1,28,3.0,5,1,0,68,3
1261,1,26,3.0,2,0,0,50,2
1262,1,35,1.0,10,0,0,67,3
1263,1,42,5.0,12,0,0,74,2
1264,1,33,4.0,5,1,0,57,2
1265,1,46,4.0,5,0,0,47,1
1266,2,33,5.0,7,1,0,57,2
1267,1,24,3.5,1,0,0,82,3
1268,1,31,3.0,5,0,0,67,3
1269,1,30,3.0,7,0,0,44,2
1270,1,34,2.0,8,0,0,49,1
1271,1,26,3.0,3,0,0,87,3
1272,1,43,5.0,6,0,0,58,2
1273,1,36,4.0,3,1,0,48,1
1274,1,33,4.0,9,1,0,55,2
1275,2,31,3.5,1,0,0,58,2
1276,1,47,5.0,15,1,0,80,3
1277,2,36,5.0,4,1,0,49,1
1278,1,36,5.0,8,1,0,67,3
1279,1,47,3.0,11,0,0,50,1
1280,1,42,4.0,3,0,0,83,3
1281,1,41,3.0,3,0,0,62,2
1282,3,27,5.0,3,1,0,67,2
1283,2,30,3.0,2,1,1,84,3
1284,2,33,5.0,10,1,0,85,3
1285,2,26,5.0,3,0,0,82,3
1286,1,30,4.0,4,1,0,57,2
1287,1,32,1.0,3,1,0,58,2
1288,1,29,1.0,2,0,0,86,3
1289,1,32,3.0,4,0,0,77,3
1290,1,33,1.0,6,1,0,49,1
1291,2,28,5.0,3,1,1,60,3
1292,1,30,3.0,6,1,0,81,3
1293,2,22,3.5,1,1,0,70,2
1294,2,25,3.5,1,0,0,61,2
1295,1,55,3.0,4,0,0,54,2
1296,1,38,3.0,5,0,0,71,3
1297,1,55,5.0,14,1,0,93,2
1298,2,35,1.0,5,0,0,47,1
1299,1,29,4.0,2,0,0,58,1
1300,2,34,3.0,3,0,0,52,1
1301,1,29,5.0,2,1,0,74,3
1302,1,27,5.0,3,0,0,78,3
1303,1,47,2.0,18,0,0,71,3
1304,1,53,4.0,7,0,0,50,1
1305,1,27,3.5,1,0,0,68,3
1306,1,31,3.0,5,0,0,69,2
1307,1,38,4.0,3,0,0,62,2
1308,1,26,4.0,4,0,0,88,3
1309,1,34,1.0,4,0,0,86,3
1310,2,28,3.0,6,0,0,88,3
1311,1,46,5.0,16,1,0,51,1
1312,1,45,1.0,15,0,0,63,2
1313,2,34,3.0,7,1,0,85,3
1314,1,28,4.0,6,1,0,72,2
1315,1,40,1.0,11,0,0,50,2
1316,3,36,3.0,7,0,0,58,2
1317,1,42,4.0,6,0,0,87,3
1318,2,36,1.0,10,0,0,45,1
1319,1,33,1.0,6,0,1,69,3
1320,1,36,2.0,5,0,0,77,3
1321,1,34,1.0,7,0,0,46,1
1322,1,49,4.0,5,0,0,51,1
1323,1,33,3.0,5,0,0,81,3
1324,1,38,5.0,4,1,0,67,3
1325,1,28,1.0,5,0,0,47,1
1326,2,46,4.0,8,0,0,51,1
1327,1,29,3.5,1,1,0,64,2
1328,2,24,3.5,1,0,0,83,3
1329,1,52,5.0,17,0,0,70,2
1330,1,31,5.0,6,1,1,93,3
1331,1,42,4.0,14,1,0,61,2
1332,1,39,3.0,10,0,0,58,2
1333,1,28,4.0,6,1,0,61,2
1334,1,41,3.0,8,0,0,52,1
1335,1,44,3.0,16,0,0,48,2
1336,1,38,3.0,4,1,0,46,1
1337,1,29,5.0,3,1,0,86,3
1338,1,27,3.5,1,0,0,48,2
1339,1,34,3.0,6,0,0,49,1
1340,1,26,3.5,1,1,0,58,2
1341,1,53,3.0,11,0,0,60,2
1342,2,27,1.0,4,0,0,48,1
1343,1,37,3.0,6,1,0,83,3
1344,1,32,4.0,6,1,0,59,2
1345,1,32,3.0,7,0,0,86,3
1346,2,37,3.0,3,1,0,53,1
1347,1,48,4.0,3,0,0,52,1
1348,1,32,4.0,3,0,0,55,1
1349,2,34,4.0,10,0,0,60,2
1350,1,31,3.0,2,0,0,48,2
1351,1,32,4.0,3,0,0,48,1
1352,1,45,1.0,3,1,0,70,3
1353,2,35,1.0,7,0,0,48,1
1354,1,34,4.0,6,0,0,50,1
1355,1,55,4.0,10,0,0,68,3
1356,1,48,3.0,6,0,0,81,3
1357,1,35,5.0,6,1,0,49,1
1358,2,32,1.0,7,0,0,87,3
1359,1,39,3.0,4,0,0,46,2
1360,1,34,5.0,10,0,0,88,3
1361,1,24,3.5,1,0,0,76,3
1362,1,31,3.0,5,1,0,57,2
1363,2,28,4.0,8,1,0,47,1
1364,1,33,3.0,4,0,0,63,2
1365,1,33,4.0,3,0,0,49,1
1366,1,27,1.0,3,1,0,71,3
1367,2,34,3.0,6,0,0,51,1
1368,1,33,5.0,5,0,0,67,3
1369,1,32,3.0,4,1,1,51,3
1370,1,34,5.0,5,1,0,59,2
1371,1,32,3.0,6,1,0,57,2
